Nom_station,Capacite_station
Parc de Belleville - Julien Lacroix,26
Louis Rolland - République,26
Choisy - Tolbiac,26
Point du Jour - Jean Jaurès,26
Saint-Antoine Sévigné,26
Verdun - Pierre et Marie Curie,26
Naples - Rome,26
Général De Gaulle - Alouette,26
Lagny - Victor Basch,26
Charles de Gaulle - Sablonville,26
Gare Arcueil - Cachan,26
Place Paul Delouvrier,26
Hôtel de Ville de Boulogne Billancourt,26
Hôpital Bégin,26
Guynemer - Séverine,26
Arthur Ranc - Hôpital Bichat,26
Hôtel de Ville de Levallois Perret,26
Paul Vaillant-Couturier - Gare RER,26
Carnot - Pâquerettes,26
Charles de Gaulle - Jean Lolive,26
Sabot - Rennes,26
Saint-Germain-des-Prés,26
Séminaire de Conflans - Liberté,26
Verdun - Place Henri IV,26
Reims - Porte d'Asnières,26
Quai de Valmy,26
Auguste Blanqui - Corvisart,26
Cité Vaneau,26
Châteaudun - Place de la Liberté,26
Beffroy,26
Marché Secrétan,26
Lamennais - Washington,26
Italie - Jardin Joan Miro,26
Silly - Galliéni,25
Place Jacques Madaule,25
Placette Grégoire Collas,25
Bineau - Louise Michel,25
Place de Finlande,25
Square Etienne Jarousse,25
Camille Risch - Paul Armangot,25
Mac-Mahon - Brey,25
Poissy - Saint-Germain,25
Romain Rolland,25
Bruant - Vincent Auriol,25
Jules Guesde - Alsace,25
Roger Salengro - Fontainebleau,25
Morice - Général Leclerc,25
Provence - Chaussée d'Antin,25
Raymond Poincaré - Place Victor Hugo,25
Candale - Mehul,25
Ancienne Mairie - André Morizet,25
Pierre Brossolette - 12 Février 1934,25
Douai - Pierre Fontaine,25
Aristide Briand - Place de la Résistance,25
Division Leclerc - Kléber,25
Sambre et Meuse - Villette,25
Gare du Nord - Place de Valenciennes,25
Vanne - Général de Gaulle,25
Montreuil - République,25
Victor Hugo - Bineau,25
18 juin 1940 - Buzenval,25
Gabrielle Josserand - Edouard Vaillant,25
Borrégo - Gambetta,25
Vinaigriers - Magenta,25
Quai de Béthune - Pont de la Tournelle,25
Olivier de Serres - Leriche,25
Place Jean-Baptiste Clément,25
Londres - Place d'Estienne d'Orves,25
Richard Lenoir - Voltaire,25
Parc Floral du Bel Air,25
Cassini - Denfert-Rochereau,25
Victor Hugo - Ecoles,25
Madeleine Michelis - Roule,25
Fédération - Suffren,25
Dôme - République,25
Chanzy - Sud-Est,25
Le Vau - Maurice Bertaux,25
Champs-Elysees - Bassano,25
Félix Ziem - Armand Gauthier,25
Conservatoire de Musique,25
Sibelle - Alésia,25
Abbé Carton - Plantes,25
Square des Saint-Simoniens,25
Arsonval - Falguière,25
Fontenay - Libération,25
Parc de Choisy,25
Thérèse - Opéra,25
Archives - Rivoli,25
Général Leclerc - Bièvre,25
La Jarry - Place Diderot,25
Ney - Porte de Clignancourt,25
Argenson - Château,25
Mairie du Kremlin-Bicêtre,25
Louis Lejeune - Barbès,25
Place Jean Ferrat,25
Place Carnot,25
Square Emile - Chautemps,25
Grande Rue - Europe,25
Choisy - Malmaisons,25
Place de la vache noire,25
Fief - République,25
Westermeyer - Paul Vaillant-Couturier,25
Mazagran - Bonne Nouvelle,25
Thionville - Ourcq,24
Rochechouart lamartine,24
Gare d'Asnières sur Seine,24
Place Charles de Gaulle,24
Théâtre des Amandiers - Palais des sports,24
Quai de la Seine,24
Square Simon Bolivar,24
Mont Valérien - Michel Salles,24
Fontaine du Tertre - Calvaire,24
Place de la Paix - Abbé Saint-Pierre,24
Dunkerque - Rocroy,24
Place des Droits de l'Enfant,24
Magenta - Chabrol,24
Mairie du 9ème,24
Belfort - Victor Hugo,24
Colisée - Champs-Elysées,24
Mairie du 17ème,24
Erasme - Ulm,24
Boulets - Voltaire,24
Orteaux - Mouraud,24
Edouard Pailleron - Simon Bolivar,24
Gare du Nord - Saint-Vincent de Paul,24
Parme - Clichy,24
Rivoli - Musée du Louvre,24
Berthier - Porte de Clichy,24
Alexandre Parodi - Quai de Valmy,24
Vigée-Lebrun - Anselme Payen,24
Bréa - Raspail,24
Victoire - Chaussée d'Antin,24
Niger - Soult,24
Saint-Denis - Université,24
Marcel Pourtout - Édouard Manet,24
Oberkampf - République,24
Eylau - Trocadéro,24
Place Robert Guillemard,24
George V - Christophe Colomb,24
Jean Jaurès - Jules Jacquemin,24
Ney - Porte de Montmartre,24
Cossonnerie - Sébastopol,24
Jean Jaurès - Jean Baptiste Clément,24
Lemercier - Cardinet,24
Square Bela Bartok,24
Gay Lussac - Saint-Jacques,24
Sorbier - Ménilmontant,24
Édouard Vaillant - Place Jean Jaurès,24
Place des Victoires,24
Montreuil - Gonnet,24
Pierre Brossolette - Adolphe Pinard,24
Bons Raisins - Voltaire,24
Parvis Robert Schuman - Roger Salengro,24
Place de l'Europe - Alfortville,24
Gambetta - Saint Fargeau,24
Henri Ste-Claire Déville - Paul Héroult,24
Kléber - Gouverneur Général Eboué,24
Gardenat Lapostol - Franklin Roosevelt,24
Hoche - Jean Lolive,24
Lepic - Armée d'Orient,24
Senard - Charles Blum,24
Jules Guesdes - Général de Gaulle,24
Dareau - Broussais,24
Marc Sangnier - Division Leclerc,24
Cimetière d'Issy-les-Moulineaux,24
Paul Doumer - Stalingrad,24
Pierre Levée - Fontaine Timbaud,23
Pereire - Rennequin,23
Villiers - Batignolles,23
Val-Fleury,23
Ancien Canal - Hélène Brion,23
Véron - Lepic,23
Ranelagh - Mozart,23
Lacépède - Monge,23
Château - Bineau,23
Vitruve - Davout,23
Jules Vallès - Charonne,23
Bobillot - Paulin Mery,23
Eugène Varlin - Place de la Paix,23
Ouest - Château,23
Boyer-Barret - Raymond Losserand,23
Place Falguière,23
Nationale - Marcel Duchamp,23
Legendre - Dulong,23
Saint Georges - d'Aumale,23
Square du Carrefour de l'Insurrection,23
Suffren - La Motte-Piquet,23
Port Royal - Hôpital Cochin,23
Parc des Pierrettes,23
Île de la Jatte,23
Bastille - Beaumarchais,23
Bertrand Sincholle - Henri Barbusse,23
François Ponsard - La Muette,23
Manin - Crimée,23
Charonne - Pierre Bayle,23
Artois - Berri,23
Pontoise - La Tournelle,23
Suffren - Champ de Mars,23
Saint-Benoît - Jacob,23
Petit - Georges Thill,23
Belles Feuilles - Place de Mexico,23
Place Alphonse Deville,23
Halle Freyssinet - Parvis Alan Turing,23
Nationale - Place Jules Guesde,23
Aubervilliers - Curial,23
Saint-Jacques - Tombe Issoire,23
Marché aux fleurs,23
Frères Flavien - Porte des Lilas,23
Guy Môquet - Etienne Dolet,23
Pont de Lodi - Dauphine,23
Londres - Amsterdam,23
Jardin de l'Hospice Debrousse,23
Silly - Louis Blériot,23
Porte Pouchet-Bessières,23
Roquette - Thiéré,23
Place Edmond Michelet,23
Victoria - Place du Chatelet,22
Lourmel - Marie Skobtsov,22
Place de la Fraternité,22
Jean Lolive - Parc Stalingrad,22
Danton - Serpente,22
Ranelagh - Maison de la Radio,22
Godot de Mauroy - Madeleine,22
Gare RER les Grésillons,22
Moulin de la Pointe,22
Victor Hugo - Gare,22
Dominique Pado - Croix Nivert,22
Noisy le Sec - Jean-Baptiste Clément,22
Sarrette - Général Leclerc,22
Square Desnouettes,22
Jardin Marguerite Long,22
Las Cases - Bourgogne,22
Marne - Germain Dardan,22
Petit - Manin,22
Marx Dormoy - Château Sainte-Barbe,22
Place Nelson Mandela,22
Louis Lumière.,22
Chausson - Gabriel Péri,22
Traktir - Foch,22
Place Balard,22
Bayen - Pereire,22
Basilique,22
Hameau Fleuri - Marché,22
Championnet.,22
Paganini - Davout,22
Rond-point du Dr Albert Schweitzer,22
Aristide Briand - Gare de Bagneux,22
Georges V - François 1er,22
Haies - Réunion,22
Didot - Place de Moro-Giafferi,22
Saint-Honoré - Musée du Louvre,22
Vincent Auriol - Louise Weiss,22
Billancourt - Général Leclerc,22
Place Centrale,22
Paris - Laitières,22
Place du 14 Juillet,22
Nungesser - Santé,22
Mairie de La Garenne Colombes,22
Charles de Gaulle - Madrid,22
Jean-François Lépine - Stephenson,22
Palais des Sports,22
Simon Bolivar - Henri Turot,22
David Weill - Parc Montsouris,22
Maurice Payret-Dortail,22
Alouettes - Maréchal de Lattre de Tassigny,22
Général De Gaulle - Vivien,22
Caumartin - Provence,22
Milton - Manuel,22
Youri Gagarine - Karl Marx,22
Pesaro - Préfecture,22
Jourdain - Place des Grandes Rigoles,22
Madame de Sanzillon - Mozart,22
Fort d'Aubervilliers,22
Emile Reynaud - Porte de la Villette,22
Jean-Jacques Rousseau - Deux Ecus,22
Camille Groult - Guy Môquet,22
Delizy - Louis Nadot,22
Place Saint-Just,22
Vignes - Boulainvilliers,21
Toudouze - Clauzel,21
Place Pasdeloup,21
Alger - Rivoli,21
Chevaleret - Tolbiac,21
Pierre Grenier - Pont de Billancourt,21
Place de la Montagne du Goulet,21
Flandre - Riquet,21
Haxo - Surmelin,21
Stade Auguste Delaune,21
Vaugirard - Pasteur,21
Brillat-Savarin - Küss,21
Benjamin Delessert - Jean Lolive,21
Louis Blanc - La Chapelle,21
Square Montholon,21
Belleville -  Pré Saint-Gervais,21
Le Brix et Mesmin - Jourdan,21
Piat - Parc de Belleville,21
Bargue -  Dutot,21
Aboukir - Alexandrie,21
Octave Feuillet - Albéric Magnard,21
Eglise d'Auteuil,21
Marché Saint-Germain,21
Diderot - Pierre Bourdan,21
Saint-Marcel - Hôpital,21
Jean Oestreicher - Porte de Champerret,21
Hôtel de Ville de Champigny sur Marne,21
Place Pigalle,21
Les Juilliottes,21
Quai aux Fleurs - Pont Saint-Louis,21
Place Monge,21
Boissière - Etienne Dolet,21
Botzaris - Crimée,21
Marcadet - Ramey,21
Saint-Sulpice,21
Marc Sangnier - Porte de Vanves,21
Italie - Tolbiac,21
Daumesnil - Picpus,21
Pyrénées - Cours de Vincennes,21
Jean-Baptiste Charcot - Sainte-Geneviève,21
Coquillière - Louvre,21
Marceau - Chaillot,21
Gérando - Rochechouart,21
Gabriel Péri - Danielle Casanova,20
Hôtel de ville de Fontenay-sous-Bois,20
Kléber - National,20
Gare des Vallées,20
Duhamel - André Gide,20
Square du Bataclan,20
Boulangers - Cardinal Lemoine,20
Botzaris - Parc des Buttes Chaumont,20
Francoeur - Marcadet,20
Eugène Reisz - Davout,20
Square des Epinettes,20
Marcelle - Thalie,20
Square Gilbert Thomain,20
Mairie de quartier du Plateau - Mont-Valérien,20
Gare RER - Malleret-Joinville,20
Théâtre de La Garenne,20
Stalingrad - Rigollots,20
Dunkerque - Alsace,20
Joffre - Aigle,20
Pyrénées - Dagorno,20
Saint-Jacques - Val de Grâce,20
Nanterre - Université,20
Lassus - Delouvain,20
Clichy - Place Blanche,20
Gare du Stade,20
Gardenat-Lapostol - Velettes,20
Phalsbourg - Villiers,20
Champs de Manoeuvre - Cartoucherie,20
Hôtel de Ville de Rueil-Malmaison,20
Jean Moulin - Paul Doumer,20
Manin - Carrières d'Amérique,20
Lieutenant Chauré - Etienne Marey,20
Athènes - Clichy,20
Geoffroy - Marie,20
Jardins d'Eole,20
Gare de Bellevue,20
Square Victor Basch,20
Manin - Secrétan,20
Maxime Gorki - Paul Vaillant-Couturier,20
Liberté - Vert-de-Maisons,20
Neuve Saint-Pierre - Beautreillis,20
Demi-Lune - Aristide Briand,20
Halles - Bourdonnais,20
Condorcet - Turgot,20
Goutte d'or - Barbès,20
Hôtel de Ville de Chaville,20
Saint-Honoré - 29 juillet,20
Guillaume Tell - Parc Henri Barbusse,20
République - Danton,20
Poulet - Barbès,20
Beaux-Arts - Bonaparte,20
Chemin Vert - Fraternité,20
Villiers de l'Isle Adam - Pyrénées,20
Parc Eli Lotar,20
Maxime Gorki - Louis Aragon,20
Charentonneau - Maisons Alfort,20
Gambetta - Tourelles,20
Ivry - Baudricourt,20
Charonne - Robert et Sonia Delauney,20
Gare du Nord - Denain,20
Docteurs Déjérine - Pte de Montreuil,20
Vanne - Saussaies,20
Maréchal Joffre - Verdun,20
Rochechouart - Martyrs,20
Danielle Casanova - Opéra,20
Place Eustache Deschamps,20
Fessart - Château,20
Mûriers - Père Lachaise,20
Place du 17 Octobre,20
Château - République,20
Victoire - Laffitte,20
Place Denfert-Rochereau,20
Louis Lumière - Porte de Bagnolet,20
Ney - Charles Hermite,20
Jean Jaurès - Ouvrières Pivéreuses,20
Averroès - Aimé Césaire,19
Place André Malraux,19
Place de la République - Voltaire,19
Cujas - Saint-Michel,19
Ménilmontant - Pelleport,19
Clignancourt - Sofia,19
Colonel Monteil - Brune,19
Cadet - La Fayette,19
Lorraine - Jean Jaurès,19
Seine - Flandre,19
Tanger - Place du Maroc,19
Jules Guesde - Laennec,19
Pasteur - Gambetta,19
Lauriston - Copernic,19
Lecourbe - Jean Maridor,19
Génie - Mozart,19
Reynaldo Hahn - Lagny,19
Convention - Saint-Charles,19
Buisson Saint-Louis - Saint-Maur,19
Place Paul Eluard,19
Notre-Dame-des-Champs - Stanislas,19
Saint-Jacques - Soufflot,19
Boyer - Ménilmontant,19
Departement - Pajol,19
Temple - Haudriettes,19
Léon Frot - Charonne,19
Ségur - d'Estrées,19
Pyrénées - Maraîchers,19
Mairie du 10ème,19
Réaumur - Montmartre,19
Pierre Joseph Desault,19
Carpeaux - Place Jacques Froment,19
Jean Bologne - Passy,19
Saint-Bon - Rivoli,19
Michelet - Assas,18
Place Nationale - Château-des-Rentiers,18
Saint-Germain - Ciseaux,18
Port-Royal - Hôpital du Val-de-Grâce,18
Place de la République - Temple,18
Victor Massé - Jean-Baptiste Pigalle,18
Gabriel Péri - Francisco Ferrer,18
Joseph Sansboeuf - Saint Lazare,18
Gare de Chaville Rive Gauche,18
Parc Monceau,18
Damrémont - Caulaincourt,18
Oratoire - Rivoli,18
Flandrin - Henri Martin,18
Mstislav Rostropovitch - Berthier,18
Cité Riverin - Château d'Eau,18
Pont De Charenton,18
Charenton - Diderot,18
Lavoisier - Missak Manouchian,18
Raspail - Varenne,18
Tardieu - Chappe,18
Serrurier,18
Pierre et Marie Curie - Julien Grimau,18
Saint-Gilles - Turenne,18
Sèvres - Maréchal Juin,18
Beaumarchais - Pas de la Mule,18
Ivry - Simone Weil,18
Gare du Nord - La Chapelle,18
Honoré d'Estienne d'Ovres - Grilles,18
Choron - Martyrs,17
Institut de France,17
Thouin - Cardinal Lemoine,17
Liège - Moscou,17
Récollets - Square Villemin,17
Daunou - Louis le Grand,17
Quai de l'Horloge - Pont Neuf,17
Saint-Romain - Cherche-Midi,17
Ambroise Rendu - Porte Brunet,17
Square Pierre Lazareff,17
Rampal - Belleville,17
Bellefond - Poissonnière,17
Saint-Didier - Raymond Poincaré,17
Place de Rhin et Danube,17
Buzenval - Vignoles,17
Galilée - Vernet,17
Moncey - Blanche,17
Tour d'Auvergne - Rodier,17
Maine - Antoine Bourdelle,17
Beaubourg - Michel-le-Comte,17
Hauteville - Bonne Nouvelle,17
Bibliothèque Nationale - Richelieu,17
Bourse du Travail,17
Geoffroy-Saint-Hilaire - Saint-Marcel,17
Place de l'Europe - Quai de Bercy,17
Claude Bernard - Arbalète,17
Jean-Baptiste Pigalle - La Bruyere,17
Favart - Italiens,17
Mairie de Romainville,17
Petites Ecuries - Faubourg Poissonnière,17
Commandant l'Herminier - Gallieni,17
Jules Guesdes - Carnot,16
Henri Barbusse - Stalingrad,16
Général Martial Valin - Pont du Garigliano,16
Quai de la Loire - Jean Jaurès,16
Siam - La Pompe,16
Estrapade - Ulm,16
Argenteuil - Voltaire,16
Roquette - Auguste Laurent,16
Enghien - Faubourg Poissonnière,16
Karl Marx.,16
Montgallet - Reuilly,16
Henry Farman,16
Villersexel - Saint-Germain,16
Lacuée - Lyon,16
Montgallet - Charenton,16
Dunkerque - Trudaine,16
Turbigo - Française,16
Sebastopol - Rambuteau,16
Neuilly - Petit,16
Pierre Ginier - Clichy,16
Méchain - Faubourg Saint-Jacques,16
Hôpital - Campo-Formio,16
Montmartre - Etienne Marcel,16
Strasbourg - Saint-Denis,16
Les Planètes,16
Porte de Ménilmontant,15
Bassano -  Iéna,15
Jemmapes - Ecluses Saint-Martin,15
Pelleport - Belgrand,15
Batignolles - Rome,15
Marché Saint-Quentin,15
Square de la rue Pixérécourt,15
Gare de l'Est - Fidélité,15
Clapeyron - Moscou,15
Cimetière de Fontenay-sous-Bois,15
Place de Passy,15
Mornay - Sully,15
Chevreuse - Montparnasse,15
Mazagran - Pierre de Coubertin,15
Quai des Célestins - Henri IV,14
Abbeville - Faubourg Poissonnière,14
Gare d'Austerlitz,14
Gare de l'Est - Verdun,14
Place de l'Hôtel de Ville,14
Liard - Amiral Mouchez,14
Boudreau - Auber,14
Gare de Clamart,14
Mairie du 8ème,14
Léon - Doudeauville,13
Porte d'Italie,13
Square des Amandiers,12
Desaix - Edgar Faure,12
Place des Abbesses,12
Pyrénées - Plaine,12
Messine - Place Du Pérou,12
Abbé Groult - Convention,12
Brancion - Lefebvre,11
Chabrol - d'Hauteville,11
Toffier Decaux - Cartier Bresson,7
Romainville - Vaillant-couturier,0
Chateaubriand - Friedland,0
Martyrs de Châteaubriant - Jean Grandel,0
Roland Garros - Jean Bouin,0
Bourdon - Pont Morland,0
Université Paris Dauphine,0
Gare RER - Général de Gaulle,0
